antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Matrix Reloaded, The (2003)=low'})",frozenset({'Star Wars: Episode I - The Phantom Menace (1999)=low'}),0.021919992029093806,0.04872216410103124,0.007223633736860459,0.32954545454545453,6.763768823201338,1.0,0.006155644288125654,1.4188550772730382,0.8712512536071392,0.11390416339355851,0.2952063843462115,0.23890360661833054
frozenset({'Star Wars: Episode I - The Phantom Menace (1999)=low'}),"frozenset({'Matrix Reloaded, The (2003)=low'})",0.04872216410103124,0.021919992029093806,0.007223633736860459,0.14826175869120653,6.763768823201338,1.0,0.006155644288125654,1.1483340309670422,0.8957986835333315,0.11390416339355851,0.12917324312171286,0.23890360661833054
frozenset({'Johnny Mnemonic (1995)=low'}),frozenset({'Judge Dredd (1995)=low'}),0.02276690081203607,0.03238180640661585,0.007373088227967917,0.3238512035010941,10.001023396734556,1.0,0.00663585485339394,1.4310728623695035,0.9209780488073718,0.15432742440041708,0.30122356010284,0.27577175559670086
frozenset({'Judge Dredd (1995)=low'}),frozenset({'Johnny Mnemonic (1995)=low'}),0.03238180640661585,0.02276690081203607,0.007373088227967917,0.2276923076923077,10.001023396734556,1.0,0.00663585485339394,1.2653416622951723,0.9301295065337695,0.15432742440041708,0.20969961726690925,0.27577175559670086
frozenset({'Ace Ventura: Pet Detective (1994)=low'}),frozenset({'Star Wars: Episode I - The Phantom Menace (1999)=low'}),0.05614507049270164,0.04872216410103124,0.007671997210182833,0.13664596273291926,2.8045955111839347,1.0,0.0049364878721734565,1.1018397955376544,0.6817174169649626,0.07893388006150692,0.09242704424916932,0.14705508770592793
frozenset({'Star Wars: Episode I - The Phantom Menace (1999)=low'}),frozenset({'Ace Ventura: Pet Detective (1994)=low'}),0.04872216410103124,0.05614507049270164,0.007671997210182833,0.1574642126789366,2.8045955111839342,1.0,0.0049364878721734565,1.120255001284148,0.6763979147325573,0.07893388006150692,0.10734609633190616,0.14705508770592793
"frozenset({'Terminator, The (1984)=high'})",frozenset({'Terminator 2: Judgment Day (1991)=high'}),0.038708713196831564,0.06202361380959498,0.007074179245753001,0.18275418275418276,2.9465258718270766,1.0,0.004673324967366348,1.1477285859369208,0.6872186164249177,0.07553191489361702,0.12871386819761582,0.14840520382689057
frozenset({'Terminator 2: Judgment Day (1991)=high'}),"frozenset({'Terminator, The (1984)=high'})",0.06202361380959498,0.038708713196831564,0.007074179245753001,0.11405622489959838,2.946525871827076,1.0,0.004673324967366348,1.0850477353308656,0.704300532320757,0.07553191489361702,0.07838156107015125,0.14840520382689057
"frozenset({'Terminator, The (1984)=high'})","frozenset({'Matrix, The (1999)=high'})",0.038708713196831564,0.09126687590295422,0.007472724555372889,0.19305019305019305,2.1152273608605485,1.0,0.003939901231674616,1.126133393019784,0.5484680762852404,0.06100040666937779,0.11200573022841538,0.13746396115391749
"frozenset({'Matrix, The (1999)=high'})","frozenset({'Terminator, The (1984)=high'})",0.09126687590295422,0.038708713196831564,0.007472724555372889,0.08187772925764192,2.1152273608605485,1.0,0.003939901231674616,1.0470188094074937,0.5801896825831917,0.06100040666937779,0.04490732065654261,0.13746396115391749
"frozenset({'Terminator, The (1984)=high'})",frozenset({'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)=high'}),0.038708713196831564,0.06625815772430628,0.0070243610820505155,0.18146718146718147,2.7387900252561908,1.0,0.004459593057749914,1.1407506469311541,0.6604400426943298,0.07171922685656154,0.12338423590624413,0.14374110953058322
frozenset({'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)=high'}),"frozenset({'Terminator, The (1984)=high'})",0.06625815772430628,0.038708713196831564,0.0070243610820505155,0.10601503759398496,2.7387900252561908,1.0,0.004459593057749914,1.0752879827150665,0.6799258957386645,0.07171922685656154,0.0700165759548124,0.14374110953058322
frozenset({'Coneheads (1993)=low'}),frozenset({'Ace Ventura: When Nature Calls (1995)=low'}),0.028147262491904548,0.04787525531808898,0.008767996811637523,0.31150442477876106,6.506585139005276,1.0,0.007420439433332323,1.3829061201678141,0.8708207704997484,0.13037037037037036,0.27688511503683916,0.2473234923061339
frozenset({'Ace Ventura: When Nature Calls (1995)=low'}),frozenset({'Coneheads (1993)=low'}),0.04787525531808898,0.028147262491904548,0.008767996811637523,0.18314255983350675,6.506585139005276,1.0,0.007420439433332323,1.1897458353443053,0.8888641477034895,0.13037037037037036,0.1594843450655106,0.2473234923061339
frozenset({'Coneheads (1993)=low'}),frozenset({'Judge Dredd (1995)=low'}),0.028147262491904548,0.03238180640661585,0.00782145170129029,0.2778761061946903,8.581241660993873,1.0,0.006909992496401237,1.3399614690692698,0.9090541329443156,0.1483931947069943,0.25370988413973217,0.25970728386657593
frozenset({'Judge Dredd (1995)=low'}),frozenset({'Coneheads (1993)=low'}),0.03238180640661585,0.028147262491904548,0.00782145170129029,0.24153846153846154,8.581241660993873,1.0,0.006909992496401237,1.2813474226780162,0.9130323855983992,0.1483931947069943,0.21957153672655005,0.25970728386657593
frozenset({'Coneheads (1993)=low'}),frozenset({'Ace Ventura: Pet Detective (1994)=low'}),0.028147262491904548,0.05614507049270164,0.007123997409455488,0.2530973451327434,4.5079174878878066,1.0,0.00554366737267093,1.2636920264730416,0.8007057531355256,0.09231762427372499,0.20866795148577844,0.1899914409780842
frozenset({'Ace Ventura: Pet Detective (1994)=low'}),frozenset({'Coneheads (1993)=low'}),0.05614507049270164,0.028147262491904548,0.007123997409455488,0.12688553682342502,4.507917487887806,1.0,0.00554366737267093,1.1130874341175034,0.8244572908354182,0.09231762427372499,0.10159797932420599,0.1899914409780842
frozenset({'Godzilla (1998)=low'}),frozenset({'Batman & Robin (1997)=low'}),0.022467991829821152,0.032730533552533254,0.00782145170129029,0.3481152993348115,10.63579665684577,1.0,0.007086062340846286,1.4838045216592093,0.9268012571356602,0.16508937960042058,0.3260567780978405,0.2935401458622307
frozenset({'Batman & Robin (1997)=low'}),frozenset({'Godzilla (1998)=low'}),0.032730533552533254,0.022467991829821152,0.00782145170129029,0.2389649923896499,10.635796656845772,1.0,0.007086062340846286,1.2844770587356151,0.9366344389944337,0.16508937960042058,0.22147305535814102,0.2935401458622307
"frozenset({""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)=high""})",frozenset({'Fight Club (1999)=high'}),0.04184725751008818,0.08060578887062222,0.007123997409455488,0.17023809523809524,2.111983489316617,1.0,0.0037508662057827596,1.1080217178603693,0.5495068026654363,0.061771058315334776,0.09749061423539886,0.12930940608629113
frozenset({'Fight Club (1999)=high'}),"frozenset({""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)=high""})",0.08060578887062222,0.04184725751008818,0.007123997409455488,0.08838071693448703,2.111983489316617,1.0,0.0037508662057827596,1.0510448388804592,0.5726721395645806,0.061771058315334776,0.04856580517994895,0.12930940608629113
"frozenset({'Lord of the Rings: The Two Towers, The (2002)=low'})","frozenset({'Lord of the Rings: The Fellowship of the Ring, The (2001)=low'})",0.022916355303143527,0.025955263288995167,0.01708763014995267,0.7456521739130434,28.72836101143286,1.0,0.01649283011443542,3.8295775973253168,0.9878286238124621,0.5376175548589341,0.7388745952821462,0.7020007510640073
"frozenset({'Lord of the Rings: The Fellowship of the Ring, The (2001)=low'})","frozenset({'Lord of the Rings: The Two Towers, The (2002)=low'})",0.025955263288995167,0.022916355303143527,0.01708763014995267,0.6583493282149712,28.72836101143286,1.0,0.01649283011443542,2.8598908926239446,0.9909105359469015,0.5376175548589341,0.6503363108784539,0.7020007510640073
"frozenset({'Lord of the Rings: The Two Towers, The (2002)=low'})","frozenset({'Lord of the Rings: The Return of the King, The (2003)=low'})",0.022916355303143527,0.023165446121655955,0.016439994021820354,0.7173913043478259,30.96816269284712,1.0,0.015909126427740658,3.456491498338754,0.9904052506917953,0.5546218487394957,0.7106892927465275,0.7135343618513323
"frozenset({'Lord of the Rings: The Return of the King, The (2003)=low'})","frozenset({'Lord of the Rings: The Two Towers, The (2002)=low'})",0.023165446121655955,0.022916355303143527,0.016439994021820354,0.7096774193548386,30.96816269284712,1.0,0.015909126427740658,3.365510331733616,0.9906578020103112,0.5546218487394957,0.7028682424264353,0.7135343618513323
"frozenset({'Lord of the Rings: The Two Towers, The (2002)=low', 'Lord of the Rings: The Return of the King, The (2003)=low'})","frozenset({'Lord of the Rings: The Fellowship of the Ring, The (2001)=low'})",0.016439994021820354,0.025955263288995167,0.014497085637423404,0.8818181818181818,33.9745419647531,1.0,0.01407038126411755,8.241917002939273,0.9867890015566003,0.5196428571428572,0.8786690038684719,0.7201797243064038
"frozenset({'Lord of the Rings: The Two Towers, The (2002)=low', 'Lord of the Rings: The Fellowship of the Ring, The (2001)=low'})","frozenset({'Lord of the Rings: The Return of the King, The (2003)=low'})",0.01708763014995267,0.023165446121655955,0.014497085637423404,0.8483965014577259,36.62336123389448,1.0,0.014101243061837892,6.443350999620615,0.9896050287123591,0.5628626692456481,0.8448012532517816,0.7371014765353145
"frozenset({'Lord of the Rings: The Return of the King, The (2003)=low', 'Lord of the Rings: The Fellowship of the Ring, The (2001)=low'})","frozenset({'Lord of the Rings: The Two Towers, The (2002)=low'})",0.016689084840332786,0.022916355303143527,0.014497085637423404,0.8686567164179104,37.90553536664503,1.0,0.014114632639538032,7.439159567578338,0.990143212858202,0.5773809523809523,0.8655762131574322,0.7506327060350422
"frozenset({'Lord of the Rings: The Two Towers, The (2002)=low'})","frozenset({'Lord of the Rings: The Return of the King, The (2003)=low', 'Lord of the Rings: The Fellowship of the Ring, The (2001)=low'})",0.022916355303143527,0.016689084840332786,0.014497085637423404,0.6326086956521738,37.905535366645026,1.0,0.014114632639538032,2.676467579724537,0.9964537161778,0.5773809523809523,0.6263732063950798,0.7506327060350422
"frozenset({'Lord of the Rings: The Return of the King, The (2003)=low'})","frozenset({'Lord of the Rings: The Two Towers, The (2002)=low', 'Lord of the Rings: The Fellowship of the Ring, The (2001)=low'})",0.023165446121655955,0.01708763014995267,0.014497085637423404,0.6258064516129032,36.62336123389448,1.0,0.014101243061837892,2.6267485745992643,0.9957623019428217,0.5628626692456481,0.6193012115167666,0.7371014765353145
"frozenset({'Lord of the Rings: The Fellowship of the Ring, The (2001)=low'})","frozenset({'Lord of the Rings: The Two Towers, The (2002)=low', 'Lord of the Rings: The Return of the King, The (2003)=low'})",0.025955263288995167,0.016439994021820354,0.014497085637423404,0.5585412667946257,33.9745419647531,1.0,0.01407038126411755,2.2279772309331807,0.996428767273525,0.5196428571428572,0.5511623789884273,0.7201797243064038
frozenset({'Independence Day (a.k.a. ID4) (1996)=low'}),frozenset({'Armageddon (1998)=low'}),0.0435410750759727,0.03402580580879789,0.010113087231604643,0.2322654462242563,6.826155639911415,1.0,0.008631567066363307,1.2582137790210293,0.8923589257137521,0.1499261447562777,0.20522250139553877,0.2647418007109568
frozenset({'Armageddon (1998)=low'}),frozenset({'Independence Day (a.k.a. ID4) (1996)=low'}),0.03402580580879789,0.0435410750759727,0.010113087231604643,0.2972181551976574,6.8261556399114145,1.0,0.008631567066363307,1.3609613452564804,0.8835687991118271,0.1499261447562777,0.26522527367480475,0.2647418007109568
frozenset({'Armageddon (1998)=low'}),frozenset({'Waterworld (1995)=low'}),0.03402580580879789,0.04199671200119564,0.007422906391670403,0.21815519765739383,5.194578033899011,1.0,0.005993934424509708,1.225311321541542,0.8359349419025236,0.1082062454611474,0.1838808779291142,0.19745245054874436
frozenset({'Waterworld (1995)=low'}),frozenset({'Armageddon (1998)=low'}),0.04199671200119564,0.03402580580879789,0.007422906391670403,0.17674970344009489,5.194578033899011,1.0,0.005993934424509708,1.1733663482754804,0.8428901988294296,0.1082062454611474,0.14775125307648398,0.19745245054874436
frozenset({'Star Wars: Episode I - The Phantom Menace (1999)=low'}),frozenset({'Armageddon (1998)=low'}),0.04872216410103124,0.03402580580879789,0.009814178249389727,0.20143149284253578,5.919962453628434,1.0,0.008156367355103654,1.2096322175659355,0.8736459301143228,0.13456284153005463,0.17330244228098096,0.24493243749008192
frozenset({'Armageddon (1998)=low'}),frozenset({'Star Wars: Episode I - The Phantom Menace (1999)=low'}),0.03402580580879789,0.04872216410103124,0.009814178249389727,0.2884333821376281,5.919962453628434,1.0,0.008156367355103654,1.3368781109444356,0.8603542566030425,0.13456284153005463,0.251988650413648,0.24493243749008192
frozenset({'Batman Forever (1995)=low'}),frozenset({'Armageddon (1998)=low'}),0.046031983261097,0.03402580580879789,0.008120360683505206,0.1764069264069264,5.184504002585993,1.0,0.006554085360069285,1.172877996626374,0.8460634988067423,0.11288088642659279,0.14739640194771705,0.2075299639355276
frozenset({'Armageddon (1998)=low'}),frozenset({'Batman Forever (1995)=low'}),0.03402580580879789,0.046031983261097,0.008120360683505206,0.23865300146412882,5.184504002585993,1.0,0.006554085360069285,1.2530002989089821,0.8355477018385924,0.11288088642659279,0.2019155934194714,0.2075299639355276
"frozenset({'Matrix, The (1999)=high'})",frozenset({'Star Wars: Episode V - The Empire Strikes Back (1980)=high'}),0.09126687590295422,0.06825088427240572,0.011308723160464305,0.12390829694323142,1.8154826602492586,1.0,0.005079678175307762,1.0635292087308117,0.49429505637563825,0.07630252100840335,0.059734333772201484,0.14480086380008286
frozenset({'Star Wars: Episode V - The Empire Strikes Back (1980)=high'}),"frozenset({'Matrix, The (1999)=high'})",0.06825088427240572,0.09126687590295422,0.011308723160464305,0.1656934306569343,1.8154826602492586,1.0,0.005079678175307762,1.0892076815511398,0.48208501969459533,0.07630252100840335,0.08190144364764222,0.14480086380008286
frozenset({'Pulp Fiction (1994)=high'}),frozenset({'Star Wars: Episode V - The Empire Strikes Back (1980)=high'}),0.09525232899915309,0.06825088427240572,0.008668360484232552,0.09100418410041841,1.33337736310051,1.0,0.002167304801034238,1.0250312481422097,0.27634750985280443,0.05598455598455599,0.024419985427348485,0.1090057416852457
frozenset({'Star Wars: Episode V - The Empire Strikes Back (1980)=high'}),frozenset({'Pulp Fiction (1994)=high'}),0.06825088427240572,0.09525232899915309,0.008668360484232552,0.12700729927007298,1.33337736310051,1.0,0.002167304801034238,1.036374840527726,0.2683391502131627,0.05598455598455599,0.03509815088641457,0.1090057416852457
"frozenset({'Shawshank Redemption, The (1994)=high'})",frozenset({'Star Wars: Episode V - The Empire Strikes Back (1980)=high'}),0.11313704976834554,0.06825088427240572,0.010063269067902158,0.08894760017613386,1.3032446557193686,1.0,0.002341565377241399,1.0227173715888676,0.26236789503015,0.05873800523407968,0.022212756153319517,0.11819642782529322
frozenset({'Star Wars: Episode V - The Empire Strikes Back (1980)=high'}),"frozenset({'Shawshank Redemption, The (1994)=high'})",0.06825088427240572,0.11313704976834554,0.010063269067902158,0.14744525547445256,1.3032446557193686,1.0,0.002341565377241399,1.040241645391581,0.24972856051578524,0.05873800523407968,0.03868490131101483,0.11819642782529322
"frozenset({'Lord of the Rings: The Fellowship of the Ring, The (2001)=high'})",frozenset({'Star Wars: Episode V - The Empire Strikes Back (1980)=high'}),0.06904797489164549,0.06825088427240572,0.00831963333831515,0.1204906204906205,1.765407463582646,1.0,0.003607047994741478,1.0593964515163625,0.4657152223086337,0.06450366937041328,0.05606631156008261,0.1211942153547993
frozenset({'Star Wars: Episode V - The Empire Strikes Back (1980)=high'}),"frozenset({'Lord of the Rings: The Fellowship of the Ring, The (2001)=high'})",0.06825088427240572,0.06904797489164549,0.00831963333831515,0.12189781021897811,1.7654074635826462,1.0,0.003607047994741478,1.0601864292588907,0.46531681330703295,0.06450366937041328,0.05676966578506703,0.1211942153547993
"frozenset({'Silence of the Lambs, The (1991)=high'})",frozenset({'Star Wars: Episode V - The Empire Strikes Back (1980)=high'}),0.08952324017336721,0.06825088427240572,0.00782145170129029,0.08736783528102392,1.2800982172233526,1.0,0.0017114113965270216,1.02094704936737,0.24032457728837225,0.0521594684385382,0.02051727303619703,0.10098318771350465
frozenset({'Star Wars: Episode V - The Empire Strikes Back (1980)=high'}),"frozenset({'Silence of the Lambs, The (1991)=high'})",0.06825088427240572,0.08952324017336721,0.00782145170129029,0.11459854014598539,1.2800982172233526,1.0,0.0017114113965270216,1.0283208251957847,0.2348378321404208,0.0521594684385382,0.027540845718448493,0.10098318771350465
frozenset({'Star Wars: Episode V - The Empire Strikes Back (1980)=high'}),"frozenset({""Schindler's List (1993)=high""})",0.06825088427240572,0.07487670004483635,0.007323270064265431,0.1072992700729927,1.4330128065037808,1.0,0.0022128690748056696,1.036319640996381,0.32430353310120497,0.053925165077035944,0.03504675542138839,0.10255183064527879
"frozenset({""Schindler's List (1993)=high""})",frozenset({'Star Wars: Episode V - The Empire Strikes Back (1980)=high'}),0.07487670004483635,0.06825088427240572,0.007323270064265431,0.09780439121756487,1.4330128065037808,1.0,0.0022128690748056696,1.0327573163263823,0.3266262239952524,0.053925165077035944,0.03171830962466875,0.10255183064527879
frozenset({'Star Wars: Episode IV - A New Hope (1977)=high'}),frozenset({'Star Wars: Episode V - The Empire Strikes Back (1980)=high'}),0.07781597170328301,0.06825088427240572,0.014347631146315947,0.18437900128040974,2.7014888267895363,1.0,0.00903662226705038,1.1423799990317915,0.6829805400992803,0.10892586989409984,0.12463453417642434,0.19729898969129978
frozenset({'Star Wars: Episode V - The Empire Strikes Back (1980)=high'}),frozenset({'Star Wars: Episode IV - A New Hope (1977)=high'}),0.06825088427240572,0.07781597170328301,0.014347631146315947,0.21021897810218979,2.7014888267895363,1.0,0.00903662226705038,1.1676452114292997,0.6759692443874126,0.10892586989409984,0.14357547120335237,0.19729898969129978
frozenset({'Star Wars: Episode V - The Empire Strikes Back (1980)=high'}),frozenset({'Fight Club (1999)=high'}),0.06825088427240572,0.08060578887062222,0.008269815174612664,0.12116788321167885,1.5032156487688688,1.0,0.0027683988067178584,1.0461545425641592,0.35928067721884716,0.05882352941176471,0.044118283376214006,0.1118818402461361
frozenset({'Fight Club (1999)=high'}),frozenset({'Star Wars: Episode V - The Empire Strikes Back (1980)=high'}),0.08060578887062222,0.06825088427240572,0.008269815174612664,0.10259579728059334,1.5032156487688686,1.0,0.0027683988067178584,1.0382713975532007,0.36410872424947704,0.05882352941176471,0.03686068752677913,0.1118818402461361
"frozenset({'Matrix, The (1999)=high'})",frozenset({'Seven (a.k.a. Se7en) (1995)=high'}),0.09126687590295422,0.06042943257111543,0.008967269466447467,0.09825327510917031,1.6259175525691472,1.0,0.0034520639430935356,1.0419450844610874,0.42362565405161756,0.06282722513089005,0.04025652127605385,0.12332284530396685
frozenset({'Seven (a.k.a. Se7en) (1995)=high'}),"frozenset({'Matrix, The (1999)=high'})",0.06042943257111543,0.09126687590295422,0.008967269466447467,0.1483924154987634,1.625917552569147,1.0,0.0034520639430935356,1.067079651045224,0.4097219276540591,0.06282722513089005,0.06286283407196303,0.12332284530396685
"frozenset({'Usual Suspects, The (1995)=high'})",frozenset({'Seven (a.k.a. Se7en) (1995)=high'}),0.07059233796642256,0.06042943257111543,0.010113087231604643,0.1432604093154552,2.370705850114701,1.0,0.005847232304425319,1.0966816260681462,0.6221002078598044,0.08364235681911825,0.08815833489868144,0.15530703895286363
frozenset({'Seven (a.k.a. Se7en) (1995)=high'}),"frozenset({'Usual Suspects, The (1995)=high'})",0.06042943257111543,0.07059233796642256,0.010113087231604643,0.16735366859027204,2.3707058501147005,1.0,0.005847232304425319,1.1162094000462666,0.6153712342435054,0.08364235681911825,0.10411075201610906,0.15530703895286363
frozenset({'Pulp Fiction (1994)=high'}),frozenset({'Seven (a.k.a. Se7en) (1995)=high'}),0.09525232899915309,0.06042943257111543,0.011557813978976735,0.12133891213389121,2.0079439268455057,1.0,0.0058017697864807104,1.0693207886452545,0.5548266558312717,0.08019357068786725,0.06482693442542939,0.15630012383281536
frozenset({'Seven (a.k.a. Se7en) (1995)=high'}),frozenset({'Pulp Fiction (1994)=high'}),0.06042943257111543,0.09525232899915309,0.011557813978976735,0.1912613355317395,2.0079439268455057,1.0,0.0058017697864807104,1.1187145004322399,0.5342633561268146,0.08019357068786725,0.1061168871828978,0.15630012383281536
frozenset({'Seven (a.k.a. Se7en) (1995)=high'}),"frozenset({'Shawshank Redemption, The (1994)=high'})",0.06042943257111543,0.11313704976834554,0.011557813978976735,0.1912613355317395,1.6905278679562337,1.0,0.004721006258705567,1.0966001617033607,0.4347398709181994,0.07134071340713406,0.08809059589532674,0.1467094876689961
"frozenset({'Shawshank Redemption, The (1994)=high'})",frozenset({'Seven (a.k.a. Se7en) (1995)=high'}),0.11313704976834554,0.06042943257111543,0.011557813978976735,0.10215763980625275,1.6905278679562337,1.0,0.004721006258705567,1.0464760954541426,0.4605771242285833,0.07134071340713406,0.04441199914267823,0.1467094876689961
frozenset({'Seven (a.k.a. Se7en) (1995)=high'}),"frozenset({'Silence of the Lambs, The (1991)=high'})",0.06042943257111543,0.08952324017336721,0.011408359487869278,0.1887881286067601,2.108816975806063,1.0,0.005998520882265011,1.122366168363522,0.5596178691993868,0.08234448040273283,0.1090251753952449,0.15811137092552807
"frozenset({'Silence of the Lambs, The (1991)=high'})",frozenset({'Seven (a.k.a. Se7en) (1995)=high'}),0.08952324017336721,0.06042943257111543,0.011408359487869278,0.12743461324429606,2.108816975806063,1.0,0.005998520882265011,1.0767910138199652,0.5775001648665155,0.08234448040273283,0.07131468672602093,0.15811137092552807
frozenset({'Forrest Gump (1994)=high'}),frozenset({'Seven (a.k.a. Se7en) (1995)=high'}),0.09390723857918597,0.06042943257111543,0.009017087630149953,0.0960212201591512,1.588980999385525,1.0,0.003342326488489385,1.0393723706593,0.40908157524784117,0.06205005142269455,0.03788090945146564,0.12261901898312053
frozenset({'Seven (a.k.a. Se7en) (1995)=high'}),frozenset({'Forrest Gump (1994)=high'}),0.06042943257111543,0.09390723857918597,0.009017087630149953,0.14921681780708987,1.5889809993855253,1.0,0.003342326488489385,1.0650101934141933,0.3945056039558714,0.06205005142269455,0.061041850881994444,0.12261901898312053
frozenset({'Seven (a.k.a. Se7en) (1995)=high'}),frozenset({'Fight Club (1999)=high'}),0.06042943257111543,0.08060578887062222,0.010362178050117073,0.17147568013190437,2.1273370378786876,1.0,0.005491215966718241,1.1096767941292889,0.5640116445060772,0.07929851315287839,0.0988367015598871,0.15001472510921549
frozenset({'Fight Club (1999)=high'}),frozenset({'Seven (a.k.a. Se7en) (1995)=high'}),0.08060578887062222,0.06042943257111543,0.010362178050117073,0.1285537700865266,2.127337037878688,1.0,0.005491215966718241,1.078173885177259,0.5763890336160724,0.07929851315287839,0.07250582327395802,0.15001472510921549
frozenset({'Goodfellas (1990)=high'}),"frozenset({'Godfather, The (1972)=high'})",0.043092711602650324,0.06705524834354605,0.007522542719075375,0.1745664739884393,2.6033230552525577,1.0,0.004632950240762849,1.130248193533379,0.6436104851455382,0.07330097087378641,0.11523857704757527,0.14337536180848415
"frozenset({'Godfather, The (1972)=high'})",frozenset({'Goodfellas (1990)=high'}),0.06705524834354605,0.043092711602650324,0.007522542719075375,0.11218424962852898,2.6033230552525577,1.0,0.004632950240762849,1.0778219332073915,0.6601415175241895,0.07330097087378641,0.0722029593291057,0.14337536180848415
frozenset({'Goodfellas (1990)=high'}),"frozenset({'Silence of the Lambs, The (1991)=high'})",0.043092711602650324,0.08952324017336721,0.007472724555372889,0.17341040462427748,1.9370434346261112,1.0,0.0036149253848471764,1.1014858702797725,0.5055341524364848,0.05971337579617835,0.09213542635276438,0.12844142935721387
"frozenset({'Silence of the Lambs, The (1991)=high'})",frozenset({'Goodfellas (1990)=high'}),0.08952324017336721,0.043092711602650324,0.007472724555372889,0.08347245409015025,1.937043434626111,1.0,0.0036149253848471764,1.0440573146630465,0.5313142919676078,0.05971337579617835,0.04219817633025749,0.12844142935721387
frozenset({'Goodfellas (1990)=high'}),"frozenset({'Shawshank Redemption, The (1994)=high'})",0.043092711602650324,0.11313704976834554,0.007472724555372889,0.17341040462427748,1.5327463901466851,1.0,0.0025973422981308784,1.0729181146159177,0.363228862973761,0.05023442732752847,0.06796242287513322,0.11973030138743597
"frozenset({'Shawshank Redemption, The (1994)=high'})",frozenset({'Goodfellas (1990)=high'}),0.11313704976834554,0.043092711602650324,0.007472724555372889,0.06605019815059446,1.5327463901466851,1.0,0.0025973422981308784,1.0245810711694394,0.3919166385799349,0.05023442732752847,0.023991338373432036,0.11973030138743597
frozenset({'Pulp Fiction (1994)=high'}),frozenset({'Goodfellas (1990)=high'}),0.09525232899915309,0.043092711602650324,0.007771633537587804,0.0815899581589958,1.8933586475439572,1.0,0.0036669523945465337,1.0419172752936974,0.5215134149113556,0.059519267455169785,0.04023090535847162,0.13096838948412218
frozenset({'Goodfellas (1990)=high'}),frozenset({'Pulp Fiction (1994)=high'}),0.043092711602650324,0.09525232899915309,0.007771633537587804,0.18034682080924855,1.8933586475439572,1.0,0.0036669523945465337,1.1038176804171123,0.49308648106024194,0.059519267455169785,0.09405328638863754,0.13096838948412218
frozenset({'Ace Ventura: Pet Detective (1994)=low'}),"frozenset({'Shawshank Redemption, The (1994)=high'})",0.05614507049270164,0.11313704976834554,0.007871269864992776,0.14019520851818987,1.2391626686858763,1.0,0.001519182230412721,1.0314701185872803,0.2044842303308402,0.048765432098765424,0.030509966328818396,0.10488404195174134
"frozenset({'Shawshank Redemption, The (1994)=high'})",frozenset({'Ace Ventura: Pet Detective (1994)=low'}),0.11313704976834554,0.05614507049270164,0.007871269864992776,0.06957287538529282,1.2391626686858763,1.0,0.001519182230412721,1.0144318717042473,0.21762488640872363,0.048765432098765424,0.014226555875065064,0.10488404195174134
frozenset({'Forrest Gump (1994)=high'}),frozenset({'Ace Ventura: Pet Detective (1994)=low'}),0.09390723857918597,0.05614507049270164,0.007622179046480347,0.08116710875331566,1.4456675900668192,1.0,0.002349750516677,1.0272324146196636,0.3402279172793669,0.05351521511017839,0.026510470495371332,0.10846288001995863
frozenset({'Ace Ventura: Pet Detective (1994)=low'}),frozenset({'Forrest Gump (1994)=high'}),0.05614507049270164,0.09390723857918597,0.007622179046480347,0.13575865128660158,1.445667590066819,1.0,0.002349750516677,1.048425607927369,0.32661592734493433,0.05351521511017839,0.046188883179896285,0.10846288001995863
frozenset({'Ace Ventura: Pet Detective (1994)=low'}),"frozenset({'Silence of the Lambs, The (1991)=high'})",0.05614507049270164,0.08952324017336721,0.007373088227967917,0.1313220940550133,1.4669050606378864,1.0,0.002346799597699155,1.04811778174118,0.3372262133346266,0.053314121037463975,0.045908754320763946,0.1068407910453141
"frozenset({'Silence of the Lambs, The (1991)=high'})",frozenset({'Ace Ventura: Pet Detective (1994)=low'}),0.08952324017336721,0.05614507049270164,0.007373088227967917,0.08235948803561491,1.4669050606378864,1.0,0.002346799597699155,1.0285671972860007,0.34958896026689845,0.053314121037463975,0.027773778282428906,0.1068407910453141
frozenset({'Pulp Fiction (1994)=high'}),frozenset({'Ace Ventura: Pet Detective (1994)=low'}),0.09525232899915309,0.05614507049270164,0.008369451502017636,0.08786610878661089,1.5649834974921386,1.0,0.0030215027757661767,1.0347767346433223,0.39902354862984785,0.05851619644723093,0.03360795955207644,0.11846721588398867
frozenset({'Ace Ventura: Pet Detective (1994)=low'}),frozenset({'Pulp Fiction (1994)=high'}),0.05614507049270164,0.09525232899915309,0.008369451502017636,0.14906832298136646,1.5649834974921386,1.0,0.0030215027757661767,1.0632436133659589,0.38249058728315566,0.05851619644723093,0.05948177122432515,0.11846721588398867
frozenset({'Batman Forever (1995)=low'}),frozenset({'Last Action Hero (1993)=low'}),0.046031983261097,0.019628356498779455,0.0070243610820505155,0.1525974025974026,7.774334168369701,1.0,0.006120828904255855,1.1569136635953101,0.9134180663842232,0.11979609175870858,0.13563126491883035,0.2552327114509856
